Temperature,Vibration,Pressure,RPM,Operating_Hours,Machine_Failure
77.45071229516849,0.7798710873172005,106.49643450051236,2046.0962210613045,1019,0
67.92603548243223,0.6849267365825538,117.10962658568964,2569.8074946102493,169,0
79.71532807151038,0.5119260739840348,104.15160158000077,2793.197233289178,4024,1
92.84544784612038,0.3706126444588852,113.8407694072192,3943.843828670095,2186,1
66.48769937914996,0.639644662722718,82.12770666092429,3278.276562266879,2107,0
66.4879456457623,0.5786970770843499,124.26587414745877,2332.2592154500544,900,0
93.68819223261087,0.6790386440055465,120.02410950724449,3243.0181447088185,2879,1
81.51152093729362,0.6270343603363939,103.65822737863618,2226.3480055308173,855,0
62.95788421097572,0.709910543063867,133.1849133686481,3541.3455269435367,2095,0
78.13840065378947,0.3929529576878864,138.75140275253116,2764.4376740910607,1421,0
63.04873460781307,0.7634788131268652,87.84880271262051,2953.1819056304143,2430,0
63.01405369644615,0.5395199209384799,104.74550442867572,3662.8983237710954,209,0
73.62943407349051,0.9150521745250532,104.61715300425404,2356.418215707875,1116,1
41.30079633013303,0.3621624363820864,101.20193797782271,2301.4409074435043,3965,0
44.12623251230451,0.8471927606330499,136.58949683863497,2708.2003368269975,124,1
61.56568706138541,0.5395821566925295,116.12347722454393,3519.189425509658,2938,0
54.80753319498364,0.3697163992771103,114.70970317378779,2240.3269622615785,837,0
74.71370998892911,0.4032228331891357,79.92275271186493,1583.922200944715,279,0
56.37963886718183,0.435930538361136,132.70836060418452,2774.4205707955007,331,0
48.81544447997062,0.5848331892803833,95.21483210293054,3275.87039995546,2017,0
91.98473153382331,0.6045670976070999,121.19865260532657,3600.1308748694146,442,1
66.61335549270197,0.3852599992122842,125.54753875916384,2768.4193189573007,4672,1
71.01292307031886,0.49512908154780344,147.213171916773,2794.2866964419986,2723,0
48.62877720679815,0.9284540717223727,93.82359201761776,3576.9503671278735,554,1
61.83425913212226,0.8455086340201423,59.60975688358349,2065.1291501522896,4484,1
71.66383884564799,0.5872647339348064,123.6769908950739,2805.7396124084953,4725,1
52.73509633866546,0.5076006956336401,156.01022363021707,3095.211944962529,2376,0
75.63547027518509,0.5240062653436522,144.77892705878875,3224.609360642517,695,0
60.99041965121793,0.6227035945460834,124.19318830549251,2745.0966534045588,3974,0
65.62459375310085,0.29544148696031886,110.16727628735906,3017.2205058529207,4630,1
60.97440081655905,0.44852469251533095,136.1424519327462,1755.8363232935053,4597,1
97.78417276763406,0.16628318522448202,100.52907600591062,2670.875793833076,2769,1
69.79754162893099,0.5798446245210559,129.5271553871244,3226.754356277234,2235,0
54.1343360656615,0.6294391879405482,130.10940318333255,2508.85298287266,4064,1
82.33817368154783,0.4033627075401252,141.2041981499776,3029.4921107947985,1665,0
51.68734525043467,0.8147973526580066,175.19320077822155,3223.436250401349,408,1
73.13295392507133,0.2548468673995318,127.84831934357534,2828.7253995711176,442,0
40.60494814180337,0.20712502395803598,109.82072748585003,3085.2318854982855,535,0
50.07720926652354,0.5448903637119944,119.48851375616012,2518.633717357694,276,0
72.95291853803685,0.7094196605224309,84.61848190221764,2896.6943601519765,238,0
81.07699869993115,0.8367855382915738,106.10573737821883,3305.1080847946114,293,1
72.57052421784955,0.408223147426212,111.81435123773792,3078.4864804842173,3357,0
68.2652757641764,0.7157361666862592,109.51823204130815,2706.734365218032,3335,0
65.48344456616067,0.4922983060998586,123.04709744067443,3112.1082021453967,1042,0
47.82217014448859,0.4654745400118361,103.55160135235599,3357.304895318309,4720,1
59.20233687407937,0.6767319874973344,142.42061334648943,1975.029360711261,3979,0
63.09041843560319,0.6304645756826839,120.00414129836395,3579.5370324779487,3213,0
85.85683339328374,0.18472156860315012,119.81399357722748,2831.872630659464,3062,0
75.15427434352692,0.7953080699451792,113.44210566974164,3212.744966620115,4936,1
43.55439766955899,0.7760182708294904,123.10381367717959,3598.623461822614,1053,0
74.86125954092192,0.3748874596980941,136.5019652933527,2314.163151384767,1402,0
64.22376579375525,0.5791607066874818,102.65739568578199,2645.2794987862267,3481,0
59.84616999541062,0.5988060372565478,106.83767021849486,2855.7256520621477,2980,0
79.17514433261302,0.5521347531647814,113.9254794244667,2608.1232394377857,2287,0
85.46499283743927,0.389938969230916,93.0825815305357,3867.4682879184043,4987,1
83.96920178674299,0.3656753264123897,103.61484280557005,2571.6139530866035,645,0
57.411737151660425,0.49488918580171093,110.47558252910682,2722.226610256567,2027,0
65.36181436223178,0.734545803851873,137.48778361425454,3102.1945158014883,4252,1
74.96895147105346,0.6087200309188865,125.2512265800385,2398.9252369619558,104,0
84.63317690683539,0.4258771335827788,123.8717982273509,2802.159644121868,3581,0
62.81238643232065,0.6543397421296689,137.01795924335946,3158.7266306250876,3353,0
67.21511535004274,-0.06970852412601512,117.25256423201206,2833.5697978087446,1462,0
53.40497538990958,0.7297531400744207,127.80929699857779,2953.3065705500258,1920,0
52.05690063878994,0.15205724424438005,117.93556494135008,2735.3339437758145,2763,0
82.18788733591298,0.4275118117193736,125.30724698799257,2242.7648454096166,3038,0
90.34360042856234,0.27606602107477124,108.34482684776836,3160.796605669619,1373,1
68.91984817629499,0.24106370485581888,71.22365683447141,3877.4665358236207,3426,0
85.05299346838036,0.7321653574757039,117.31441675627391,3009.200815391719,3759,0
75.42454037571451,0.4064597597376217,148.4549627219988,3112.632058623775,3045,0
60.323203680923136,0.5693007763461432,138.52430804483186,3346.36137755843,3118,0
75.4209340826262,0.4906158842241632,139.3079496918234,2365.33475172665,1231,0
93.07054849698955,0.5954081654446243,144.72261443612436,3851.257329064803,4863,1
69.46260941335073,0.515364378212051,121.77315181922876,3101.164398211401,2736,0
93.46965483721009,0.24340155516228607,123.94631414811192,3815.9284495445545,3129,1
30.703823438653835,0.699253363889428,107.646962091313,2633.4835022380053,3119,0
82.32853756562835,0.4012486833677375,113.678542879459,3909.0309612789124,4477,1
71.30570602357257,0.18868362026804977,132.31542299542284,3387.5777470173916,3259,0
65.51488974301198,0.4143769678068175,144.0776887433763,3276.520042926179,353,0
71.37641164803253,0.8001519581268622,117.21107448638001,3117.012227176574,428,1
40.18646628098661,0.6700443484226986,110.99621470297177,2875.735690962775,2691,0
66.70492168243732,0.4302695731184282,120.01055917713195,3600.2658292369365,2930,0
75.35668857267619,0.4301484591363142,132.0241349785823,3070.1799349240237,3144,0
92.16841067112274,0.43567298975652347,91.12290367732916,2016.4651482064237,1520,1
62.22594672589529,0.9153495967121682,74.07638093725524,2441.406769146499,3501,1
57.87259595660218,0.5763870904463106,108.98926301016833,2907.0771239036267,2992,0
62.47364434623195,0.5860083294382139,95.58575148171683,3154.9994915827774,754,0
83.73103176553111,0.7060566908063685,109.83719604705378,2971.705755550052,859,0
74.93126664489526,0.5477578318053027,117.04439362365056,3609.4853948968316,1898,0
62.05359694349442,0.44819157083585937,110.93503181953973,2024.4490679806877,3071,0
77.69901149670034,0.46073003018300435,149.0493506894149,3071.7939682525803,4611,1
71.4561632402206,0.4856797481171872,126.5348952920464,2091.0103873064227,3526,0
84.52967485799334,0.4925555526980317,126.00948719221657,3379.8561477420844,354,0
59.469203591839715,0.645525908727396,132.44414288086804,2952.7706427789985,3923,0
65.08506780103347,0.5103891771614599,97.22333764438461,3209.804986012059,1976,0
64.11837770301763,0.6465280154431159,140.78223574840538,2568.058519705117,2857,0
48.04727577801822,0.4838566839782835,118.4847142692908,3639.732465828876,2724,0
74.44180415596864,0.5157270380632181,133.40961234482424,3520.8623320294255,4221,1
73.91582908269834,0.10035986309357844,98.56285533919689,3291.772151505944,3104,0
70.07670184963692,0.6832655349404962,88.92482467967871,2935.2413765682795,4616,1
66.4811929993728,0.5692976951795985,136.35779316050056,3289.928642647566,3834,0
48.769438869243785,0.6996020219719304,127.52819052195034,2646.5537160063254,1344,0
63.69032015851961,-0.07925107563873789,101.9589689128498,3427.7778295103562,1108,0
64.85928225209845,0.9176749409561455,102.60673837450611,3824.7404471619607,4414,1
57.96584096167572,0.47208207436896527,142.50869568829538,3535.305279989593,1610,0
67.58071432500986,0.7216365633475034,96.21176214265344,2635.198765096295,2059,0
76.06076285221808,0.2920188145748938,152.85345906511927,3180.7086586365513,2608,0
98.29278851815795,0.6225547810125139,101.98758530704262,2353.4292281206763,4858,1
72.61866719247759,0.2893168873652688,132.76783851216766,3286.1951555878377,2782,0
73.86325586084146,0.37524620786083895,113.4276304850203,3225.3017064312694,1089,0
68.8833112635075,0.8828062707733573,132.06374862164685,2065.091830233918,4384,1
41.21843177051438,0.4618635198473307,109.11771995771615,2419.1080780438183,354,0
69.60229186826174,0.5434865746359446,116.74414187855412,2858.4305516281165,4263,1
70.90345314911539,0.6740135461377508,120.81838350791442,2849.5701264295867,4811,1
106.94863168727929,0.5991363775945209,99.95625088437055,2395.261532290597,4552,1
67.11458552828316,0.5300837810287152,134.8164869084025,3194.489364676092,355,0
74.52321013500419,0.5729922004932451,109.73572867056829,3125.736804470256,1107,0
69.47932345442135,0.980683117047655,115.42800169319963,2902.8654340107405,1855,1
52.46982943570702,0.48847624059328293,100.11301250782975,2622.1042499208183,2671,0
87.14234221772531,0.5402198093429935,68.75332682409379,3524.3535632082817,4008,1
81.27899549030161,0.7101308792015224,116.17944474799663,3827.7035565441474,3097,0
81.8654792056457,0.7211051865915968,168.2523084322583,2758.2192580767314,2903,0
56.35918817807892,0.7374060611120761,135.69208575796048,2693.9165414225895,3865,0
91.04191466404149,0.6277460444058369,119.6147924053121,3245.6038327059982,4479,1
48.97223405811579,0.27139901745390327,114.74218341583465,2820.9853101265066,3483,0
78.80285640700406,0.8266863064602192,120.44931785624092,2930.301399668383,198,1
102.85683438714968,0.27073092139626237,130.9423823035042,3369.8265758623356,296,1
55.14195512303967,0.5605270930478067,96.3837436938231,2045.3219562463537,2629,0
61.50553405595842,0.3491448299961284,142.28643389337745,3659.151162426335,977,0
71.49477047631461,0.4871723306814015,134.3076263088249,3036.3402621646705,1968,0
62.44786518825701,0.5657524820606962,134.3637145141587,2794.2534277189097,2765,0
46.74004853400801,0.5642714430900546,128.76951477619454,2955.3829228892755,1488,0
71.0284446220904,0.584384150847057,120.3923331538798,2981.214677510259,2515,0
54.065444294108424,0.8227422538117294,133.45722471933638,2134.3993482775372,669,1
77.10388645952773,0.590706860302796,131.83628267482757,3747.469113726618,2737,0
56.20863648649295,0.45116867294187024,112.91918578117952,3020.662816135309,1165,0
93.2490160752631,0.6928174336576716,108.52796454206198,3221.5010652236874,521,1
58.251200614956446,0.7378940977849281,122.03712590523973,3475.774885287022,2983,0
65.16907725691486,0.2544784369726015,150.98040302990375,2489.4187712198495,1304,0
82.20275826054505,0.6194800139699717,95.21785848692198,3236.7359495176142,644,0
51.53703525349067,0.6402345484621796,90.6494946849512,2866.179454550603,4266,1
73.41189901906193,0.4404872993280016,123.29521682473033,3423.3853876082467,3739,0
89.60714131423642,0.7751413626623239,121.01775403712035,1936.3862898242523,1323,0
45.88775148158159,0.4699888825934946,123.46683328740816,2950.4528498793657,3272,0
72.76950787798457,0.5251152906943085,124.87906395817001,2698.5896721080194,867,0
73.89824191372635,0.46538563514322606,115.5359549073039,3216.1314753170777,3757,0
81.72734307665965,0.5031158095162935,149.79726877204163,3235.022093684101,754,0
51.44573933682877,0.28074498262095965,87.98192043046969,2646.1870525889867,2546,0
50.193150803735854,0.21198982348114112,103.43005950439508,2643.913067911978,320,0
77.82912348425346,0.8189010126449945,117.93490479701906,2944.6673157213354,3766,1
74.45477009849779,0.33060773033633445,87.13622377691667,2551.678886342396,4377,1
73.75739275518815,0.30172153010873853,116.48291191135857,3420.9918477260635,4502,1
75.19672314245464,0.06932197727925701,153.22940331456036,2815.396399776277,2669,0
59.79962917632264,0.3722076504620995,120.41772976591923,1546.5058903391794,1113,0
73.48380545741506,0.23538204131850027,124.61401811437366,2812.588971689097,2151,0
74.39608709948021,0.8284030320272738,94.79670469654839,2480.7280895780136,4085,1
59.28472872960448,0.7019634178685269,107.67277183921045,2184.3620922695272,4999,1
97.98661766717134,0.36236993096445524,112.49607239352126,2381.286680888714,4410,1
77.10749381367681,0.9504871610688618,113.64569806487532,3054.7042359164852,3119,1
52.13044754196027,0.6963530973983189,145.63287590007536,3664.3204141241154,3781,0
79.84830412950744,0.4350337232982755,131.1538212145025,3156.59223693249,1543,0
55.37977494659018,0.0001188570252854404,97.77084086125936,2696.7483058921302,4296,1
81.80626905613678,0.9581885145181482,124.9300955686401,3227.9520975853516,3110,1
87.37893368511106,0.22208550664728077,129.9644349699357,2770.4548448905043,672,0
57.68976522472434,0.17092025060862162,142.80298077042534,2652.6998154184275,1432,0
84.45064193866483,0.704514086401928,151.61081373136747,2422.818665883508,4853,1
76.19171390404748,0.9879504812678546,99.69811616344262,2124.0855966241406,4102,1
82.33090239991735,0.7768545637021037,103.78284977579324,2805.0381467202774,3234,0
98.4518947398092,0.6127818240104719,94.84844282170768,3079.026744960066,4186,1
66.31917825995694,0.6189508683330572,115.31960281786037,2951.6881649925554,325,0
58.693957534637654,0.6706831117560615,129.32716748892668,2792.016536026321,4300,1
56.65728355561715,0.6517857179573531,139.74669033178205,2527.126969651609,2097,0
57.762845725518424,0.5562382847938752,118.48097952714954,3304.1230958424844,871,0
68.84347435878844,0.5208402207903752,113.60304953490312,2341.4340400267074,4624,1
75.11727962224965,0.48748137442009554,123.03515984497481,3388.0139569217376,533,0
74.15036198995028,0.34920708222666474,103.29714196739954,2498.891490536638,3199,0
82.40774873554035,0.4438649846266452,161.79077443389548,2623.7823813234822,2829,0
70.1950283781686,0.16140863716092288,87.84677945763883,2266.6074046921617,3507,0
91.80301115735975,0.48033207464105004,123.69481157791449,2749.298926557182,3240,1
66.03014750143066,0.3022817785698165,160.47212438459277,3487.6562292389895,965,0
110.80253749884429,0.27928213655684575,120.13599689119995,3257.8140442219783,2893,1
79.3850102164751,0.5359788302306957,116.19921929997011,3489.2110560140177,3011,0
57.14263665375576,0.7784004572689199,112.85109154379145,3261.071272966968,2515,0
53.93661252908331,0.6836633212004627,116.39216636475184,2448.1650857348154,350,0
77.23708622864778,0.1858998792753645,147.4569694935306,2834.6053878362213,3857,0
66.64805822011223,0.30207437268593246,75.76276177340986,2609.9004354412687,4756,1
80.71000741138138,0.6881542375976432,150.66867402592652,3665.28745201952,1018,0
77.09856436860318,0.30350252129233807,91.5208569509971,2401.605676786844,1273,0
68.9075663101469,0.45507337000059506,114.66695341531171,3446.8488446945553,3303,0
57.29809422897392,0.6100104198049103,111.41511159402677,3446.4769350543847,532,0
47.27729162971203,0.30633110902727295,131.77106539541438,3914.8101008580434,935,0
63.302275718994686,0.521075101229192,88.03751296232505,2795.156703685251,2346,0
82.84598191485209,0.2331949010163591,129.24345332163887,3356.161079790081,2362,0
73.21140616195306,0.3797264712097572,160.48619246573705,4140.825918269421,997,0
51.31391831932018,0.5639563868285075,92.73651990814379,2691.1791615331517,3732,0
72.59771388776772,0.18140125329366613,123.79412335220792,2232.47987623382,4667,1
75.77976069593255,0.5880949475920798,106.76035644406782,2059.9949830461183,3915,0
56.74213845698301,0.49607244021466373,128.51774412386072,3356.3560144306657,346,0
72.30587658918292,0.6104979908834296,120.38295554831504,2058.424895970708,2529,0
70.87313077669,0.5447828268129323,107.1702618191138,2813.8404735310387,1090,0
52.85544553254066,0.7728280859947688,129.75744569742147,3218.6565935194803,3410,0
75.36681040522424,0.5250449005295814,156.08696219573486,3092.587768414957,1026,0
78.41176789552351,0.4141188917749494,116.18192416545402,3212.722432092086,3538,0
86.24576864762915,0.5244595006064567,134.39515884296364,3111.144927900427,2707,0
85.80703078052355,0.6086596058072776,94.13454084257673,3639.4329066566966,1174,0
49.33495948064363,0.5097720140651408,100.87127246363983,2523.8418096306013,4122,1
55.93262440127316,0.5081183382407765,129.44812555760754,2661.5024307707345,3899,0
77.7255290081299,0.3596016624386489,149.6823205707193,2613.670277364588,4884,1
77.70678926368313,0.3674198164898103,127.1122669757132,3415.095905931305,3251,0
77.72571529459071,0.2194789456400613,113.7388393895369,3450.199294197532,3538,0
127.79097235982081,0.8499153486373879,119.98582810846708,3225.612659659254,4673,1
78.5633576603975,0.251227352921743,94.99184532060565,3591.746833444964,3591,0
87.03348460270898,0.3614189604408185,132.09030652710734,2410.97956631181,806,0
84.31002645239803,0.3563185468861605,137.64666124646817,3833.6120557755685,3164,0
79.77086876958697,0.6789848753888883,110.9581933433384,3761.619310856129,853,0
65.27096133039481,0.44101006434159445,110.59915704480997,3367.8109986228733,687,0
81.38453830739901,0.7495484145347467,125.31756459304097,3890.89945438553,1434,0
58.40762178193642,0.3653018751512263,111.2656052791881,2171.688396161113,1947,0
66.44772089889986,0.5557988324447604,118.67734770748355,2737.775931868674,4034,1
62.71954678256345,0.33293058934804853,161.99443578333032,2632.348269659024,4026,1
71.22811209079484,0.9290298255546777,115.05948598508007,3360.7396618786715,3417,1
104.71987850010262,0.26248031619409745,112.83319695957556,2474.929630198927,4120,1
41.991022111123776,0.5619641420454055,107.04916388729681,3378.747574668743,3255,0
80.2939028556177,0.6267553761864197,134.88383942999874,3685.268071998357,4402,1
45.80926193215522,0.5827598194902996,116.37551653563794,3347.6014500419997,2298,0
62.9210220131585,0.46294246822445834,107.01253923357147,3141.8755118307504,264,0
86.33425895451049,0.4740358600533148,146.42608064546025,2506.0633295496255,2098,0
70.96420028643195,0.5087622943958219,148.39206009027274,2576.5745169373176,3157,0
